"","subj","native_lang","age","gender","trial_type","r1","r2","r3","r4","r5","r6"
"103","A1DIW2K1J89CMO","English",22,"female","high","('answers_reported', 'placeholderOperative 1 says%2C ""The Northeast district.""%2COperative 2 says%2C ""The South and North districts.""%2COperative 3 says%2C ""The Northeast and Southwest districts.""')","('operative_A_chosen', 'yes')","('operative_B_chosen', 'no')","('operative_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '17381')"
"105","A1DIW2K1J89CMO","English",22,"female","control","('what_A_chosen', 'yes')","('what_B_chosen', 'no')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '10573')",""
"106","A1DIW2K1J89CMO","English",22,"female","low","('answers_reported', 'placeholderClassmate 1 says%2C ""Cafe D.""%2CClassmate 2 says%2C ""Cafes E and B.""%2CClassmate 3 says%2C ""Cafes F and D.""')","('coffee_classmate_A_chosen', 'no')","('coffee_classmate_B_chosen', 'yes')","('coffee_classmate_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '10174')"
"107","A1DIW2K1J89CMO","English",22,"female","high","('answers_reported', 'placeholderInspector 1 says%2C ""Restaurants C and E.""%2CInspector 2 says%2C ""Restaurant E.""%2CInspector 3 says%2C ""Restaurant F.""')","('inspector_A_chosen', 'no')","('inspector_B_chosen', 'no')","('inspector_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '27894')"
"108","A1DIW2K1J89CMO","English",22,"female","low","('answers_reported', 'placeholderFriend 1 says%2C ""Diners C and F.""%2CFriend 2 says%2C ""Diners A and E.""%2CFriend 3 says%2C ""Diners C%2C F%2C A%2C D%2C and E.""')","('la_friend_A_chosen', 'yes')","('la_friend_B_chosen', 'no')","('la_friend_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '18678')"
"110","A1DIW2K1J89CMO","English",22,"female","control","('when_A_chosen', 'no')","('when_B_chosen', 'no')","('when_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '25182')",""
"111","A1DIW2K1J89CMO","English",22,"female","high","('answers_reported', 'placeholderFirefighter 1 says%2C ""The sixth floor.""%2CFirefighter 2 says%2C ""The fifth%2C second%2C fourth%2C third and sixth floors.""%2CFirefighter 3 says%2C ""The fifth and second floors.""')","('firefighter_A_chosen', 'no')","('firefighter_B_chosen', 'yes')","('firefighter_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '17101')"
"112","A1DIW2K1J89CMO","English",22,"female","low","('answers_reported', 'placeholderCoworker 1 says%2C ""Studio F.""%2CCoworker 2 says%2C ""Studios C and B.""%2CCoworker 3 says%2C ""Studios F and E.""')","('yoga_coworker_A_chosen', 'yes')","('yoga_coworker_B_chosen', 'no')","('yoga_coworker_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '10327')"
"114","A1DIW2K1J89CMO","English",22,"female","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'yes')","('how_guest_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '26135')",""
"115","A1DIW2K1J89CMO","English",22,"female","exit_quest","('know_conditons', 'He found it at that coffee shop')","('know_conditons', 'There should be a coffee shop nearby.')","('difficult', 'No%2C it is simply reading carefully.')","('anything_else', '')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '32646')"
"116","A11FRLH5KWRLBV","English",34,"male","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '1408')","","","",""
"117","A11FRLH5KWRLBV","English",34,"male","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '96254')",""
"118","A11FRLH5KWRLBV","English",34,"male","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'yes')","('train_m_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '44724')",""
"119","A11FRLH5KWRLBV","English",34,"male","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '1905')","","","",""
"120","A11FRLH5KWRLBV","English",34,"male","high","('answers_reported', 'placeholderInvestigator 1 says%2C ""Place E.""%2CInvestigator 2 says%2C ""Place F.""%2CInvestigator 3 says%2C ""Places B and E.""')","('fbi_investigator_A_chosen', 'no')","('fbi_investigator_B_chosen', 'yes')","('fbi_investigator_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '18712')"
"121","A11FRLH5KWRLBV","English",34,"male","low","('answers_reported', 'placeholderCousin 1 says%2C ""Locations D and F.""%2CCousin 2 says%2C ""Location A.""%2CCousin 3 says%2C ""Location B.""')","('pic_cousin_A_chosen', 'no')","('pic_cousin_B_chosen', 'no')","('pic_cousin_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '1903')"
"122","A11FRLH5KWRLBV","English",34,"male","control","('what_A_chosen', 'no')","('what_B_chosen', 'no')","('what_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '1918')",""
"124","A11FRLH5KWRLBV","English",34,"male","high","('answers_reported', 'placeholderAdvisor 1 says%2C ""Store C.""%2CAdvisor 2 says%2C ""Stores E and B.""%2CAdvisor 3 says%2C ""Store E.""')","('terrorism_advisor_A_chosen', 'no')","('terrorism_advisor_B_chosen', 'yes')","('terrorism_advisor_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '2376')"
"125","A11FRLH5KWRLBV","English",34,"male","low","('answers_reported', 'placeholderCoworker 1 says%2C ""Studios F and E.""%2CCoworker 2 says%2C ""Studio F.""%2CCoworker 3 says%2C ""Studios F%2C E%2C D%2C C and B.""')","('yoga_coworker_A_chosen', 'no')","('yoga_coworker_B_chosen', 'no')","('yoga_coworker_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '1464')"
"126","A11FRLH5KWRLBV","English",34,"male","control","('why_A_chosen', 'no')","('why_B_chosen', 'no')","('why_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '2443')",""
"128","A11FRLH5KWRLBV","English",34,"male","high","('answers_reported', 'placeholderInspector 1 says%2C ""Restaurant A.""%2CInspector 2 says%2C ""Restaurants C and E.""%2CInspector 3 says%2C ""Restaurants A and B.""')","('inspector_A_chosen', 'yes')","('inspector_B_chosen', 'no')","('inspector_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '2049')"
"129","A11FRLH5KWRLBV","English",34,"male","low","('answers_reported', 'placeholderBrother 1 says%2C ""Stall E.""%2CBrother 2 says%2C ""Stalls C and D.""%2CBrother 3 says%2C ""Stalls A and B.""')","('brother_A_chosen', 'no')","('brother_B_chosen', 'no')","('brother_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '1675')"
"130","A11FRLH5KWRLBV","English",34,"male","high","('answers_reported', 'placeholderOperative 1 says%2C ""The South and North districts.""%2COperative 2 says%2C ""The North district.""%2COperative 3 says%2C ""The Northeast and Southwest districts.""')","('operative_A_chosen', 'no')","('operative_B_chosen', 'yes')","('operative_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '5269')"
"131","A11FRLH5KWRLBV","English",34,"male","control","('when_A_chosen', 'yes')","('when_B_chosen', 'no')","('when_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '2950')",""
"133","A11FRLH5KWRLBV","English",34,"male","low","('answers_reported', 'placeholderClassmate 1 says%2C ""Cafes E and B.""%2CClassmate 2 says%2C ""Cafe E.""%2CClassmate 3 says%2C ""Cafe D.""')","('coffee_classmate_A_chosen', 'no')","('coffee_classmate_B_chosen', 'yes')","('coffee_classmate_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '1915')"
"134","A11FRLH5KWRLBV","English",34,"male","high","('answers_reported', 'placeholderFirefighter 1 says%2C ""The fourth and sixth floors.""%2CFirefighter 2 says%2C ""The fifth floor.""%2CFirefighter 3 says%2C ""The sixth floor.""')","('firefighter_A_chosen', 'no')","('firefighter_B_chosen', 'no')","('firefighter_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '2908')"
"135","A11FRLH5KWRLBV","English",34,"male","low","('answers_reported', 'placeholderFriend 1 says%2C ""Diner C.""%2CFriend 2 says%2C ""Diner B.""%2CFriend 3 says%2C ""Diners C and F.""')","('la_friend_A_chosen', 'yes')","('la_friend_B_chosen', 'no')","('la_friend_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '1741')"
"136","A11FRLH5KWRLBV","English",34,"male","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'yes')","('how_guest_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '1659')",""
"138","A11FRLH5KWRLBV","English",34,"male","exit_quest","('know_conditons', 'He found it at the store')","('know_conditons', 'he can find it at the store')","('difficult', 'yes i found this task somewhat hard because there seemed to be multiple answers to me')","('anything_else', 'everything worked fine.')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '53182')"
"139","A2YGAEODJ5SSF6","English ",41,"male","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '10962')","","","",""
"140","A2YGAEODJ5SSF6","English ",41,"male","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '37863')",""
"141","A2YGAEODJ5SSF6","English ",41,"male","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '36619')",""
"142","A2YGAEODJ5SSF6","English ",41,"male","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '1708')","","","",""
"143","A2YGAEODJ5SSF6","English ",41,"male","low","('answers_reported', 'placeholderBrother 1 says%2C ""Stalls C%2C D%2C A%2C F and B.""%2CBrother 2 says%2C ""Stalls C and D.""%2CBrother 3 says%2C ""Stalls A and B.""')","('brother_A_chosen', 'no')","('brother_B_chosen', 'yes')","('brother_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '33714')"
"144","A2YGAEODJ5SSF6","English ",41,"male","high","('answers_reported', 'placeholderInvestigator 1 says%2C ""Place D.""%2CInvestigator 2 says%2C ""Place F.""%2CInvestigator 3 says%2C ""Place E.""')","('fbi_investigator_A_chosen', 'no')","('fbi_investigator_B_chosen', 'yes')","('fbi_investigator_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '22375')"
"145","A2YGAEODJ5SSF6","English ",41,"male","low","('answers_reported', 'placeholderFriend 1 says%2C ""Diner C.""%2CFriend 2 says%2C ""Diners C and F.""%2CFriend 3 says%2C ""Diner B.""')","('la_friend_A_chosen', 'yes')","('la_friend_B_chosen', 'yes')","('la_friend_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '13581')"
"147","A2YGAEODJ5SSF6","English ",41,"male","control","('what_A_chosen', 'yes')","('what_B_chosen', 'no')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '25469')",""
"148","A2YGAEODJ5SSF6","English ",41,"male","high","('answers_reported', 'placeholderInspector 1 says%2C ""Restaurants C and E.""%2CInspector 2 says%2C ""Restaurants A and B.""%2CInspector 3 says%2C ""Restaurant F.""')","('inspector_A_chosen', 'yes')","('inspector_B_chosen', 'yes')","('inspector_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '26442')"
"149","A2YGAEODJ5SSF6","English ",41,"male","low","('answers_reported', 'placeholderCoworker 1 says%2C ""Studio A.""%2CCoworker 2 says%2C ""Studios F and E.""%2CCoworker 3 says%2C ""Studio B.""')","('yoga_coworker_A_chosen', 'no')","('yoga_coworker_B_chosen', 'yes')","('yoga_coworker_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '33390')"
"151","A2YGAEODJ5SSF6","English ",41,"male","control","('why_A_chosen', 'yes')","('why_B_chosen', 'yes')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '21927')",""
"152","A2YGAEODJ5SSF6","English ",41,"male","high","('answers_reported', 'placeholderOperative 1 says%2C ""The North district.""%2COperative 2 says%2C ""The Northeast and Southwest districts.""%2COperative 3 says%2C ""The Northeast district.""')","('operative_A_chosen', 'no')","('operative_B_chosen', 'yes')","('operative_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '35657')"
"153","A2YGAEODJ5SSF6","English ",41,"male","low","('answers_reported', 'placeholderClassmate 1 says%2C ""Cafe D.""%2CClassmate 2 says%2C ""Cafe E.""%2CClassmate 3 says%2C ""Cafes F and D.""')","('coffee_classmate_A_chosen', 'no')","('coffee_classmate_B_chosen', 'yes')","('coffee_classmate_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '41424')"
"154","A2YGAEODJ5SSF6","English ",41,"male","high","('answers_reported', 'placeholderFirefighter 1 says%2C ""The sixth floor.""%2CFirefighter 2 says%2C ""The fifth floor.""%2CFirefighter 3 says%2C ""The fifth%2C second%2C fourth%2C third and sixth floors.""')","('firefighter_A_chosen', 'yes')","('firefighter_B_chosen', 'yes')","('firefighter_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '27893')"
"156","A2YGAEODJ5SSF6","English ",41,"male","control","('when_A_chosen', 'no')","('when_B_chosen', 'no')","('when_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '18427')",""
"157","A2YGAEODJ5SSF6","English ",41,"male","low","('answers_reported', 'placeholderCousin 1 says%2C ""Location F.""%2CCousin 2 says%2C ""Locations D and F.""%2CCousin 3 says%2C ""Location B.""')","('pic_cousin_A_chosen', 'no')","('pic_cousin_B_chosen', 'no')","('pic_cousin_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '19010')"
"158","A2YGAEODJ5SSF6","English ",41,"male","high","('answers_reported', 'placeholderAdvisor 1 says%2C ""Store E.""%2CAdvisor 2 says%2C ""Stores E and B.""%2CAdvisor 3 says%2C ""Stores A and F.""')","('terrorism_advisor_A_chosen', 'yes')","('terrorism_advisor_B_chosen', 'no')","('terrorism_advisor_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '14694')"
"160","A2YGAEODJ5SSF6","English ",41,"male","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'yes')","('how_guest_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '35988')",""
"161","A2YGAEODJ5SSF6","English ",41,"male","exit_quest","('know_conditons', 'The coffee shop')","('know_conditons', 'At the store')","('difficult', 'Not really because the answers seemed fairly straight forward ')","('anything_else', 'no')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '27491')"
"162","A2DVJ6OMVVYTC7","English",29,"male","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '65594')","","","",""
"163","A2DVJ6OMVVYTC7","English",29,"male","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'yes')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '32965')",""
"164","A2DVJ6OMVVYTC7","English",29,"male","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '32151')",""
"165","A2DVJ6OMVVYTC7","English",29,"male","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '2015')","","","",""
"166","A2DVJ6OMVVYTC7","English",29,"male","low","('answers_reported', 'placeholderCousin 1 says%2C ""Locations A%2C D%2C E%2C and F.""%2CCousin 2 says%2C ""Location F.""%2CCousin 3 says%2C ""Locations A and D.""')","('pic_cousin_A_chosen', 'no')","('pic_cousin_B_chosen', 'no')","('pic_cousin_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '39646')"
"167","A2DVJ6OMVVYTC7","English",29,"male","high","('answers_reported', 'placeholderInvestigator 1 says%2C ""Place F.""%2CInvestigator 2 says%2C ""Place E.""%2CInvestigator 3 says%2C ""Places F%2C A%2C B%2C C and E.""')","('fbi_investigator_A_chosen', 'no')","('fbi_investigator_B_chosen', 'no')","('fbi_investigator_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '21885')"
"168","A2DVJ6OMVVYTC7","English",29,"male","low","('answers_reported', 'placeholderFriend 1 says%2C ""Diner E.""%2CFriend 2 says%2C ""Diner C.""%2CFriend 3 says%2C ""Diners A and E.""')","('la_friend_A_chosen', 'no')","('la_friend_B_chosen', 'yes')","('la_friend_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '28142')"
"170","A2DVJ6OMVVYTC7","English",29,"male","control","('what_A_chosen', 'yes')","('what_B_chosen', 'no')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '22295')",""
"171","A2DVJ6OMVVYTC7","English",29,"male","high","('answers_reported', 'placeholderInspector 1 says%2C ""Restaurant F.""%2CInspector 2 says%2C ""Restaurants C and E.""%2CInspector 3 says%2C ""Restaurants A and B.""')","('inspector_A_chosen', 'no')","('inspector_B_chosen', 'no')","('inspector_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '36165')"
"172","A2DVJ6OMVVYTC7","English",29,"male","low","('answers_reported', 'placeholderBrother 1 says%2C ""Stall C.""%2CBrother 2 says%2C ""Stalls A and B.""%2CBrother 3 says%2C ""Stall B.""')","('brother_A_chosen', 'yes')","('brother_B_chosen', 'no')","('brother_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '31765')"
"174","A2DVJ6OMVVYTC7","English",29,"male","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'no')","('how_guest_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '18820')",""
"175","A2DVJ6OMVVYTC7","English",29,"male","high","('answers_reported', 'placeholderAdvisor 1 says%2C ""Store F.""%2CAdvisor 2 says%2C ""Stores E and B.""%2CAdvisor 3 says%2C ""Stores A and F.""')","('terrorism_advisor_A_chosen', 'no')","('terrorism_advisor_B_chosen', 'yes')","('terrorism_advisor_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '15335')"
"176","A2DVJ6OMVVYTC7","English",29,"male","low","('answers_reported', 'placeholderCoworker 1 says%2C ""Studios F and E.""%2CCoworker 2 says%2C ""Studios F%2C E%2C D%2C C and B.""%2CCoworker 3 says%2C ""Studio F.""')","('yoga_coworker_A_chosen', 'yes')","('yoga_coworker_B_chosen', 'no')","('yoga_coworker_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '9262')"
"177","A2DVJ6OMVVYTC7","English",29,"male","high","('answers_reported', 'placeholderOperative 1 says%2C ""The Northeast district.""%2COperative 2 says%2C ""The Northeast and Southwest districts.""%2COperative 3 says%2C ""The North district.""')","('operative_A_chosen', 'no')","('operative_B_chosen', 'yes')","('operative_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '12110')"
"179","A2DVJ6OMVVYTC7","English",29,"male","control","('why_A_chosen', 'yes')","('why_B_chosen', 'no')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '19703')",""
"180","A2DVJ6OMVVYTC7","English",29,"male","low","('answers_reported', 'placeholderClassmate 1 says%2C ""Cafes E and B.""%2CClassmate 2 says%2C ""Cafe D.""%2CClassmate 3 says%2C ""Cafes E%2C B%2C F%2C C and D.""')","('coffee_classmate_A_chosen', 'yes')","('coffee_classmate_B_chosen', 'no')","('coffee_classmate_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '6054')"
"181","A2DVJ6OMVVYTC7","English",29,"male","high","('answers_reported', 'placeholderFirefighter 1 says%2C ""The fifth%2C second%2C fourth%2C third and sixth floors.""%2CFirefighter 2 says%2C ""The fourth and sixth floors.""%2CFirefighter 3 says%2C ""The first floor.""')","('firefighter_A_chosen', 'yes')","('firefighter_B_chosen', 'no')","('firefighter_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '10676')"
"183","A2DVJ6OMVVYTC7","English",29,"male","control","('when_A_chosen', 'no')","('when_B_chosen', 'yes')","('when_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '3118')",""
"184","A2DVJ6OMVVYTC7","English",29,"male","exit_quest","('know_conditons', 'John found the coffee....')","('know_conditons', 'John can find coffee..%2C')","('difficult', ""No%2C it was really interesting how certain ways sentences are set up can have you think it's the opposite of what you think. "")","('anything_else', 'No.')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '81718')"
"185","AA8MK8AWWWL62","English",32,"female","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '16098')","","","",""
"186","AA8MK8AWWWL62","English",32,"female","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '51082')",""
"187","AA8MK8AWWWL62","English",32,"female","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '36786')",""
"188","AA8MK8AWWWL62","English",32,"female","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '2194')","","","",""
"189","AA8MK8AWWWL62","English",32,"female","high","('answers_reported', 'placeholderOperative 1 says%2C ""The North district.""%2COperative 2 says%2C ""The Northeast and Southwest districts.""%2COperative 3 says%2C ""The Northeast district.""')","('operative_A_chosen', 'yes')","('operative_B_chosen', 'yes')","('operative_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '65343')"
"190","AA8MK8AWWWL62","English",32,"female","low","('answers_reported', 'placeholderCousin 1 says%2C ""Location B.""%2CCousin 2 says%2C ""Location F.""%2CCousin 3 says%2C ""Location A.""')","('pic_cousin_A_chosen', 'no')","('pic_cousin_B_chosen', 'no')","('pic_cousin_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '44644')"
